% Data generated on Sat Jan 16 19:02:08 GMT 2016
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE y9 NUMERIC
@ATTRIBUTE z9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE y10 NUMERIC
@ATTRIBUTE z10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE y11 NUMERIC
@ATTRIBUTE z11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE y12 NUMERIC
@ATTRIBUTE z12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE y13 NUMERIC
@ATTRIBUTE z13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE y14 NUMERIC
@ATTRIBUTE z14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE y15 NUMERIC
@ATTRIBUTE z15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE y16 NUMERIC
@ATTRIBUTE z16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE y17 NUMERIC
@ATTRIBUTE z17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE y18 NUMERIC
@ATTRIBUTE z18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE y19 NUMERIC
@ATTRIBUTE z19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE y20 NUMERIC
@ATTRIBUTE z20 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
-0.2639,-0.4026,0.7378,-0.1984,-0.3459,0.7222,-0.1309,-0.4319,0.7398,-0.0547,-0.6215,0.7906,-0.0186,-0.8433,0.7554,-0.0870,-0.9069,0.6039,-0.2209,-0.7964,0.4622,-0.3323,-0.6821,0.4319,-0.3997,-0.6567,0.4143,-0.4505,-0.6743,0.2990,-0.5013,-0.6733,0.2013,-0.5424,-0.6459,0.2248,-0.5394,-0.6284,0.3391,-0.4808,-0.6293,0.4446,-0.3772,-0.6489,0.5238,-0.2443,-0.6557,0.6586,-0.0792,-0.5942,0.8609,0.0889,-0.4847,0.9733,0.1915,-0.3811,0.8795,0.1329,-0.3371,0.7036,EX_TROU
-0.3831,-0.5590,0.5727,-0.3518,-0.6401,0.6000,-0.2961,-0.7144,0.5785,-0.2316,-0.7173,0.5707,-0.2130,-0.6694,0.5424,-0.2599,-0.6029,0.5082,-0.3303,-0.5746,0.5404,-0.3753,-0.6489,0.6313,-0.4124,-0.6313,0.5951,-0.4544,-0.5746,0.5385,-0.5209,-0.5257,0.4945,-0.5814,-0.5091,0.5130,-0.6039,-0.5316,0.5756,-0.5599,-0.5736,0.6714,-0.4573,-0.5834,0.7222,-0.3547,-0.5365,0.6538,-0.2785,-0.4876,0.5775,-0.2414,-0.4759,0.5775,-0.2248,-0.5121,0.6303,-0.2287,-0.5639,0.6801,EX_TROU
-0.1094,-0.7486,0.5365,-0.0479,-0.8473,0.8551,0.1241,-0.9714,0.9792,0.1857,-1.0163,0.4700,-0.0225,-0.8365,0.0469,-0.3430,-0.5521,0.2296,-0.6196,-0.4652,0.4065,-0.7183,-0.5179,0.4251,-0.6557,-0.5844,0.4652,-0.5199,-0.6127,0.4847,-0.4065,-0.5648,0.5062,-0.3831,-0.5228,0.5267,-0.4476,-0.5130,0.5267,-0.4915,-0.5570,0.5863,-0.4603,-0.6166,0.6557,-0.3889,-0.6284,0.6528,-0.3420,-0.6069,0.5805,-0.4632,-0.5023,0.4407,-0.5805,-0.4769,0.4378,-0.6714,-0.4837,0.4671,EX_TROU
-0.2961,-0.5590,0.6733,-0.2736,-0.6332,0.6655,-0.2365,-0.6792,0.6059,-0.2619,-0.6626,0.5052,-0.3420,-0.6049,0.4300,-0.4290,-0.6215,0.4134,-0.4583,-0.7212,0.4818,-0.4388,-0.8062,0.5052,-0.3909,-0.8013,0.4437,-0.3586,-0.7466,0.3655,-0.3567,-0.7016,0.3420,-0.3919,-0.6762,0.3391,-0.4485,-0.6577,0.3880,-0.4681,-0.6332,0.5658,-0.3450,-0.5238,0.6821,-0.3332,-0.4417,0.5492,-0.3528,-0.3850,0.4779,-0.3938,-0.3909,0.5101,-0.4378,-0.4476,0.5990,-0.4603,-0.5033,0.6831,EX_TROU
0.5805,-0.3987,0.8824,0.5062,-0.4290,0.8590,0.4046,-0.4407,0.9088,0.3156,-0.4554,0.9870,0.2238,-0.4583,1.0075,0.1397,-0.4407,0.9929,0.0508,-0.4837,0.9938,-0.0508,-0.5277,1.0134,-0.1437,-0.5385,1.0877,-0.2081,-0.4925,1.1326,-0.2257,-0.4251,1.1150,-0.2384,-0.3753,1.0701,-0.2668,-0.3381,1.0564,-0.2922,-0.2922,1.0945,-0.2853,-0.2384,1.1365,-0.2414,-0.1847,1.2010,-0.1495,-0.0850,1.1824,0.0049,-0.0645,1.0974,-0.0010,-0.1085,1.0437,0.0029,-0.1681,1.0261,NOT_EX
0.4417,-0.1134,0.8844,0.4427,-0.1280,0.8736,0.4749,-0.1446,0.8629,0.4398,-0.1564,0.8473,0.4114,-0.1818,0.9039,0.4085,-0.1710,0.9127,0.4310,-0.1505,0.9049,0.4300,-0.1143,0.9147,0.4388,-0.0889,0.9069,0.4661,-0.0655,0.8854,0.4759,-0.0537,0.8922,0.4720,-0.0762,0.9098,0.4720,-0.1104,0.8990,0.4837,-0.1495,0.8805,0.4798,-0.1710,0.8619,0.4827,-0.1847,0.8697,0.4964,-0.1906,0.8600,0.5091,-0.2179,0.8473,0.5111,-0.2443,0.8326,0.5209,-0.2590,0.8248,NOT_EX
0.9245,0.2853,0.6039,0.8443,0.2267,0.1583,0.9000,-0.0938,0.5355,0.7935,-0.3000,1.0310,0.4886,-0.2023,1.0095,0.4163,-0.1222,0.8873,0.5267,-0.0850,0.8316,0.5599,0.0088,0.7974,0.5218,0.0186,0.9205,0.4720,-0.1212,0.9704,0.4622,-0.1935,0.8951,0.4798,-0.1915,0.7935,0.4876,-0.1730,0.7730,0.4534,-0.1759,0.8736,0.4613,-0.1779,0.8639,0.4730,-0.1710,0.8248,0.4837,-0.1593,0.8179,0.4779,-0.1505,0.8385,0.4788,-0.1437,0.8492,0.4818,-0.1290,0.8443,NOT_EX
0.9587,-0.0938,0.7652,1.0935,-0.0655,1.0710,1.2137,-0.0547,1.2528,1.2440,-0.0313,1.1316,1.2469,-0.0479,0.9059,1.3290,-0.1573,0.7994,1.4942,-0.3010,0.8619,1.5450,-0.4241,0.8707,1.3710,-0.4613,0.7173,1.1922,-0.4583,0.6205,1.1170,-0.4603,0.6762,1.0769,-0.4485,0.7495,1.0163,-0.3958,0.7554,0.9372,-0.3000,0.6977,0.8648,-0.1339,0.6196,0.8492,0.0127,0.6098,1.0241,0.0293,0.8170,1.3466,-0.0450,1.0994,1.4434,-0.1016,1.0398,1.2596,-0.0655,0.6557,NOT_EX
0.5257,-0.4534,0.8443,0.5375,-0.4270,0.9196,0.5433,-0.3420,0.9323,0.5922,-0.2365,0.9157,0.7583,-0.1671,0.9528,1.0847,-0.2101,0.9743,1.5391,-0.3498,0.9235,1.7668,-0.4026,0.8590,1.8802,-0.4212,0.7466,1.9369,-0.3469,0.6078,1.8812,-0.2081,0.5834,1.5636,-0.1906,0.8473,1.1864,-0.2961,1.2206,0.8033,-0.4652,1.2899,0.4857,-0.5736,1.0525,0.3352,-0.5863,0.8346,0.3801,-0.5502,0.7710,0.4788,-0.4994,0.6714,0.4935,-0.4388,0.5013,0.4349,-0.3704,0.3362,NOT_EX
0.4994,-0.2424,0.8121,0.5130,-0.2424,0.7974,0.5140,-0.2296,0.7906,0.5179,-0.2414,0.7945,0.4925,-0.2648,0.7740,0.4945,-0.2678,0.8043,0.4984,-0.2599,0.8062,0.5042,-0.2619,0.8072,0.5033,-0.2502,0.8062,0.5150,-0.2296,0.8179,0.5218,-0.2111,0.8072,0.5277,-0.1994,0.8082,0.5355,-0.2062,0.8091,0.5306,-0.2316,0.8003,0.5238,-0.2492,0.8199,0.5189,-0.2746,0.8267,0.5228,-0.2902,0.8023,0.5619,-0.2648,0.7632,0.5766,-0.2482,0.7652,0.5785,-0.2404,0.7661,NOT_EX
-0.8727,-1.2342,1.3750,-0.2922,-1.0945,1.3232,-0.1524,-0.7241,0.8785,0.0811,-0.4349,0.1847,1.0378,0.2091,-0.9039,1.5157,0.8815,-0.8893,1.7551,0.6029,-0.0020,1.3740,0.1544,0.7319,0.5033,-0.0547,1.3632,-0.3283,-0.0850,1.6789,-0.2863,-0.3274,1.5440,0.4847,-0.5521,1.0515,0.9557,-0.3577,0.1964,0.9225,0.0860,0.1075,0.6753,0.2404,0.9362,0.4095,0.1055,1.2821,0.4691,-0.0254,1.0427,0.5492,-0.1652,0.7642,0.5130,-0.2003,0.7886,0.4915,-0.1446,0.8648,NOT_EX
0.5414,-0.7710,0.4681,0.4329,-0.6880,0.9626,0.2971,-0.5463,1.3603,0.1857,-0.3665,1.3925,0.1466,-0.2081,1.2137,0.1476,-0.0469,1.0593,0.1505,0.1358,1.0085,0.1114,0.3508,1.0349,-0.0283,0.5209,1.1502,-0.0694,0.4456,1.1414,-0.0948,0.3811,1.0749,-0.0723,0.3342,1.0652,-0.0010,0.2912,1.1414,0.0752,0.2326,1.1521,0.1026,0.1739,1.0505,0.0762,0.1456,0.9587,0.0381,0.1231,0.9626,0.0205,0.1055,1.0310,0.0322,0.1114,1.0769,0.0948,0.0508,1.1267,NOT_EX
-0.3430,-0.2511,0.8971,-0.3020,-0.1945,0.8922,-0.2521,-0.2130,0.9342,-0.1896,-0.2521,0.9342,-0.1349,-0.2824,0.8629,-0.0889,-0.3000,0.7671,-0.0547,-0.3186,0.7241,0.0098,-0.3401,0.8297,0.1554,-0.3596,1.0691,0.3694,-0.3713,1.2714,0.5707,-0.3479,1.2753,0.6772,-0.2951,1.0916,0.6753,-0.2697,0.8668,0.6284,-0.2834,0.7398,0.6039,-0.3293,0.7573,0.6059,-0.3753,0.8248,0.6450,-0.3928,0.8815,0.7349,-0.3723,0.9176,0.8727,-0.3176,0.9508,1.0583,-0.2678,1.0046,NOT_EX
0.5287,-0.2746,0.8091,0.5482,-0.3518,0.7613,0.5531,-0.3840,0.7456,0.5560,-0.3958,0.7583,0.5541,-0.3977,0.7730,0.5502,-0.3821,0.7769,0.5541,-0.3743,0.7925,0.5599,-0.3919,0.7828,0.5834,-0.3850,0.7378,0.6069,-0.3772,0.6977,0.6284,-0.3645,0.6811,0.6469,-0.3528,0.6968,0.6489,-0.3821,0.6977,0.6420,-0.4319,0.6899,0.6274,-0.4710,0.6929,0.6157,-0.4740,0.7104,0.5942,-0.4417,0.7652,0.6000,-0.4016,0.8287,0.7114,-0.3811,0.8248,1.0398,-0.3968,0.8209,NOT_EX
0.4642,-0.3479,0.8433,0.5013,-0.2619,0.7857,0.5082,-0.2414,0.8013,0.5023,-0.2277,0.8072,0.4984,-0.2130,0.8189,0.4857,-0.2257,0.8238,0.4837,-0.2502,0.8179,0.4896,-0.2775,0.7945,0.4886,-0.3029,0.7798,0.4818,-0.2853,0.7808,0.4974,-0.3147,0.7876,0.4886,-0.2961,0.7681,0.4867,-0.2736,0.8033,0.4964,-0.2609,0.8013,0.4984,-0.2570,0.7857,0.4925,-0.2687,0.7994,0.4915,-0.2814,0.7974,0.5033,-0.2717,0.7828,0.5130,-0.2521,0.7857,0.5023,-0.2541,0.7994,NOT_EX
1.2010,-0.7310,0.8218,1.1385,-0.5756,0.7036,1.0847,-0.3811,0.5834,1.0877,-0.2648,0.5033,1.1297,-0.2345,0.4495,1.1942,-0.2248,0.3870,1.2929,-0.2042,0.3323,1.5704,-0.0880,0.1681,1.7013,0.0479,-0.0450,1.8479,0.1231,-0.3391,1.9212,0.0498,-0.7818,1.9574,-0.0997,-1.2499,1.8294,-0.1935,-1.2987,1.4795,-0.2726,-1.0710,0.9205,-0.2443,-0.8218,0.4652,-0.1212,-0.6811,0.4173,-0.1075,0.4573,0.4143,-0.2404,1.2254,0.4055,-0.0098,1.6095,0.3899,0.3567,1.2469,NOT_EX
-0.0352,0.2883,0.7046,-0.0625,0.3147,0.5345,-0.1124,0.3313,0.5599,-0.1358,0.3166,0.7290,-0.1270,0.3274,0.8365,-0.0967,0.3723,0.8375,-0.0606,0.3997,0.8228,-0.0078,0.3919,0.9010,0.0801,0.3684,1.0036,0.1798,0.3577,1.0613,0.2814,0.3479,1.0329,0.4143,0.3186,1.0105,0.5345,0.2951,1.0212,0.6137,0.2404,1.0173,0.6645,0.0870,0.9577,0.9108,-0.2492,1.0701,1.0701,-0.1886,1.2802,1.1248,-0.0752,1.2899,1.2411,-0.0547,1.3437,1.4942,-0.1984,1.4668,NOT_EX
0.5795,-0.4935,0.7896,0.5795,-0.4915,0.7955,0.5619,-0.4945,0.8551,0.5218,-0.5130,0.9352,0.4886,-0.5101,0.9899,0.4505,-0.5023,1.0398,0.5042,-0.3928,1.0720,0.7368,-0.4319,1.1082,1.0652,-0.4564,1.1004,1.5294,-0.5306,0.9909,1.7619,-0.5560,0.9508,1.8782,-0.5873,0.7671,1.9359,-0.5297,0.8883,1.7258,-0.3117,1.4365,1.4101,-0.1270,1.7150,1.0652,-0.2013,1.6241,0.7378,-0.3753,1.1414,0.4906,-0.5648,0.7251,0.3538,-0.7661,0.5121,0.2971,-0.9137,0.5150,NOT_EX
0.4964,-0.2472,0.8052,0.4779,-0.2511,0.8121,0.4847,-0.2570,0.8121,0.4837,-0.2570,0.7945,0.4759,-0.2736,0.8150,0.4759,-0.2775,0.8140,0.4837,-0.2678,0.8082,0.4847,-0.2570,0.8121,0.4896,-0.2551,0.8062,0.5023,-0.2541,0.7876,0.5023,-0.2648,0.7857,0.4964,-0.2795,0.7984,0.4984,-0.3000,0.7925,0.5023,-0.2971,0.7955,0.4974,-0.3010,0.8023,0.5003,-0.3029,0.8072,0.5042,-0.2961,0.8043,0.5091,-0.2932,0.8003,0.5160,-0.2863,0.7867,0.5267,-0.2834,0.7837,NOT_EX
0.3919,-0.5453,0.8668,0.7056,-0.2590,0.5365,0.7945,-0.2101,0.4163,0.2111,-0.4349,0.9938,0.1036,-0.2756,1.3368,0.3254,-0.1407,1.1883,0.5130,-0.1065,0.8619,0.4847,-0.2433,0.7886,0.4319,-0.3088,0.8590,0.4495,-0.2814,0.8502,0.4613,-0.3127,0.8062,0.4427,-0.3420,0.8179,0.4544,-0.3381,0.8306,0.4876,-0.3166,0.7906,0.5072,-0.3137,0.7564,0.4935,-0.3293,0.7525,0.4730,-0.3254,0.8013,0.4652,-0.3293,0.8043,0.4837,-0.3371,0.7818,0.4915,-0.3352,0.7603,NOT_EX
0.4886,-0.3811,0.7661,0.4876,-0.3860,0.7583,0.4886,-0.3801,0.7476,0.4652,-0.3919,0.7515,0.4437,-0.3958,0.7730,0.4485,-0.3860,0.8033,0.4710,-0.3723,0.7818,0.4867,-0.3665,0.7456,0.4857,-0.3772,0.7456,0.4788,-0.3733,0.7671,0.4759,-0.3567,0.7876,0.4827,-0.3469,0.7857,0.4827,-0.3528,0.7788,0.4759,-0.3674,0.7652,0.4564,-0.3792,0.7603,0.4339,-0.3860,0.7749,0.4290,-0.3968,0.8023,0.4525,-0.3860,0.8003,0.4876,-0.3665,0.7681,0.5072,-0.3498,0.7495,NOT_EX
1.2606,-0.6000,0.2414,1.4238,-0.4583,0.6196,1.0720,-0.3577,0.6166,0.4945,-0.5443,0.9323,0.3997,-0.6577,1.2499,0.3244,-0.6176,1.1101,0.2746,-0.5541,0.7603,0.3450,-0.5297,0.6547,0.4515,-0.4906,0.7300,0.5150,-0.4339,0.7661,0.5521,-0.3596,0.7828,0.5580,-0.2404,0.8101,0.5218,-0.1446,0.8834,0.4759,-0.1036,0.9694,0.4300,-0.1427,0.9450,0.4085,-0.2726,0.8795,0.4339,-0.4183,0.8209,0.4613,-0.4583,0.7231,0.4886,-0.4446,0.7036,0.4827,-0.4241,0.7583,NOT_EX
0.2042,-0.4095,0.6264,0.1818,-0.2248,0.6860,0.1437,-0.1085,0.6538,0.1046,-0.1124,0.6059,0.0880,-0.1974,0.6069,0.0928,-0.2707,0.6528,0.1065,-0.2697,0.6401,0.1437,-0.2326,0.5805,0.2414,-0.2121,0.5599,0.4016,-0.2482,0.5551,0.5394,-0.2990,0.4915,0.5795,-0.2834,0.3704,0.5785,-0.2756,0.2590,0.6479,-0.3225,0.3801,0.7495,-0.3655,0.6635,0.7828,-0.3674,0.8346,0.7515,-0.3547,0.7808,0.8316,-0.4212,0.7134,1.0622,-0.5189,0.7788,1.2000,-0.4329,0.8912,NOT_EX
0.5521,-0.3176,0.7515,0.5551,-0.2941,0.7544,0.5551,-0.2961,0.7994,0.5375,-0.3323,0.8238,0.5316,-0.3684,0.8111,0.5385,-0.3694,0.8003,0.5580,-0.3596,0.7896,0.5678,-0.3557,0.7779,0.5697,-0.3665,0.7984,0.5599,-0.4104,0.8111,0.5599,-0.4681,0.8003,0.5521,-0.5316,0.7554,0.5365,-0.5736,0.7349,0.5140,-0.5863,0.8013,0.4915,-0.6117,0.8492,0.4984,-0.6098,0.8805,0.4603,-0.5961,0.9137,0.4036,-0.5551,0.9547,0.5013,-0.4847,0.9831,0.9538,-0.5971,0.9108,NOT_EX
0.4700,-0.2912,0.8336,0.4505,-0.4065,0.7632,0.4398,-0.4368,0.7701,0.4876,-0.2687,0.8394,0.4681,-0.2580,0.8590,0.4652,-0.2971,0.8394,0.4681,-0.3088,0.8228,0.4632,-0.3108,0.8326,0.4603,-0.3430,0.8218,0.4681,-0.3567,0.8023,0.4798,-0.3616,0.7876,0.4710,-0.3674,0.7896,0.4730,-0.3684,0.8091,0.4876,-0.3655,0.7857,0.4876,-0.3655,0.7847,0.4847,-0.3713,0.7886,0.4915,-0.3772,0.7593,0.5082,-0.3919,0.7183,0.5179,-0.4143,0.6958,0.5101,-0.4437,0.7046,NOT_EX
1.2938,-0.3899,1.3007,1.2460,-0.4398,1.2684,1.2704,-0.5042,1.2567,1.4150,-0.5453,1.2391,1.5108,-0.4632,1.0681,1.5049,-0.2590,0.7788,1.6075,-0.0450,0.6088,1.8010,0.0831,0.6166,1.8978,0.1808,0.5648,1.9457,0.3411,0.3098,1.8470,0.6010,-0.0889,1.7932,0.7867,-0.4720,1.8870,0.7515,-0.8306,1.9408,0.5257,-1.0417,1.9672,0.2160,-0.9762,1.7991,-0.1349,-0.7339,1.4287,-0.4847,-0.4906,0.7769,-0.9030,-0.5463,-0.3899,-1.4482,0.7241,-0.8648,-1.7209,1.3593,NOT_EX
0.3743,-0.5619,0.4055,0.2287,-0.5482,0.4183,0.1085,-0.5052,0.4222,0.0264,-0.4495,0.4134,-0.0147,-0.4007,0.4310,0.0000,-0.3352,0.5121,0.0459,-0.2394,0.5922,0.1104,-0.1261,0.6352,0.2003,-0.0420,0.6342,0.2658,-0.0215,0.5687,0.2824,-0.0283,0.5199,0.2756,-0.0107,0.4955,0.2414,0.0010,0.4222,0.1798,-0.0029,0.2668,0.1026,-0.0039,0.0958,0.0733,-0.1036,0.0274,0.2433,-0.3098,0.2599,0.5814,-0.4925,0.6694,0.8238,-0.5277,0.9499,0.8473,-0.4671,0.8639,NOT_EX
0.5560,-0.3411,0.7300,0.5707,-0.3205,0.7212,0.5883,-0.3215,0.7075,0.6117,-0.3254,0.6938,0.6313,-0.3469,0.6850,0.6381,-0.3762,0.6733,0.6459,-0.4378,0.6753,0.6274,-0.4622,0.6987,0.6254,-0.4867,0.7007,0.6430,-0.5111,0.6704,0.6694,-0.5316,0.6342,0.6792,-0.5502,0.6244,0.6860,-0.5942,0.6215,0.6880,-0.6479,0.6293,0.6880,-0.7339,0.6166,0.6909,-0.8668,0.5521,0.7173,-0.9714,0.5472,0.7495,-1.0652,0.5433,0.7691,-1.1482,0.4857,0.8248,-1.2704,0.4867,NOT_EX
0.1270,0.1437,0.8570,0.0401,-0.0205,0.9938,0.0665,-0.0322,0.9753,0.0987,0.0244,0.8267,0.1437,0.1026,0.6508,0.2081,0.1583,0.4915,0.3000,0.1691,0.4368,0.3557,0.1779,0.4808,0.3518,0.2023,0.5287,0.3225,0.2121,0.4779,0.3225,0.2238,0.3860,0.3450,0.2492,0.3753,0.3381,0.3342,0.4251,0.2863,0.4476,0.4515,0.2209,0.5101,0.4710,0.1456,0.4876,0.5101,0.0713,0.4349,0.6098,0.0107,0.3811,0.7290,-0.0371,0.3274,0.7652,-0.0469,0.2893,0.6958,EX_PEAK
0.0020,-0.1896,0.7192,0.1173,-0.0889,0.5883,0.2404,-0.0420,0.5707,0.3029,-0.0371,0.6284,0.2853,-0.0303,0.6508,0.2502,-0.0264,0.6342,0.2336,-0.0039,0.6078,0.2492,0.0625,0.5727,0.2883,0.1319,0.5228,0.3371,0.1925,0.4730,0.3694,0.2609,0.4681,0.3626,0.3528,0.4730,0.3420,0.4456,0.4564,0.3381,0.4925,0.4026,0.3469,0.4681,0.3371,0.3391,0.4212,0.2756,0.2971,0.4192,0.2375,0.2189,0.4798,0.2766,0.1104,0.5727,0.4046,-0.0107,0.6254,0.5336,EX_PEAK
0.2551,0.1456,0.3323,0.3840,0.1036,0.2042,0.5179,0.0635,0.3411,0.5267,0.0713,0.5023,0.4358,0.0909,0.4300,0.3674,0.1085,0.3362,0.3450,0.1720,0.3860,0.3411,0.2707,0.5404,0.3127,0.3733,0.6176,0.2912,0.3567,0.4485,0.3547,0.2941,0.3909,0.3772,0.2932,0.3567,0.3518,0.3596,0.4261,0.2687,0.4827,0.5512,0.1573,0.5795,0.6293,0.0665,0.5404,0.6831,0.0147,0.3801,0.7339,0.0010,0.1612,0.7388,0.0225,-0.0899,0.6586,0.0596,-0.3205,0.5326,EX_PEAK
0.4544,0.1759,0.3547,0.4339,0.1906,0.4935,0.3792,0.2384,0.6000,0.3293,0.2472,0.6215,0.3303,0.1906,0.6557,0.3469,0.1407,0.7183,0.3586,0.1026,0.7036,0.3694,0.0577,0.6039,0.4055,0.0176,0.5814,0.4358,-0.0371,0.6596,0.4349,-0.0371,0.7016,0.4212,0.0156,0.6469,0.4270,0.0635,0.5609,0.4554,0.0655,0.4915,0.4798,0.0254,0.4378,0.4847,-0.0508,0.3713,0.4671,-0.1397,0.2687,0.4280,-0.2248,0.1173,0.3909,-0.2932,0.0127,0.3283,-0.3254,-0.0137,EX_PEAK
0.1700,0.0440,0.7495,0.1954,-0.0147,0.6098,0.2814,-0.0752,0.4593,0.4134,-0.1309,0.4075,0.5385,-0.1300,0.4906,0.5570,-0.0450,0.5697,0.4779,0.1016,0.5404,0.4095,0.2150,0.4984,0.3977,0.2355,0.5228,0.4095,0.1847,0.6586,0.3948,0.1300,0.7730,0.3508,0.0928,0.7808,0.3596,0.0498,0.6880,0.4153,0.0156,0.5648,0.4896,0.0020,0.4642,0.5355,0.0186,0.3831,0.5277,0.0948,0.3821,0.4798,0.2345,0.4603,0.4124,0.3411,0.5756,0.3332,0.3518,0.6430,EX_PEAK
0.3029,0.3371,0.4935,0.3938,0.2824,0.4007,0.4886,0.2326,0.4085,0.5404,0.1720,0.4583,0.5199,0.1319,0.4759,0.4417,0.1261,0.5150,0.3811,0.1671,0.5971,0.3332,0.2287,0.6753,0.3127,0.3068,0.7095,0.3352,0.3068,0.6645,0.3831,0.2228,0.5883,0.4339,0.1270,0.5209,0.4613,0.0694,0.4613,0.4700,0.0752,0.3899,0.4554,0.1270,0.3508,0.4280,0.1915,0.3860,0.3518,0.2541,0.5375,0.2287,0.2766,0.7456,0.1065,0.0899,1.0339,-0.0459,-0.1055,1.0075,EX_PEAK
0.0723,0.0997,0.5306,0.1339,0.1143,0.4339,0.1847,0.1173,0.4212,0.1984,0.0772,0.5834,0.1241,0.0244,1.0505,0.0137,0.0577,1.1473,-0.0274,0.1505,0.8736,0.0215,0.2033,0.6469,0.1280,0.1818,0.4544,0.2805,0.1300,0.3078,0.4437,0.1329,0.2736,0.5463,0.1974,0.3586,0.4798,0.2785,0.3088,0.4163,0.2785,0.2570,0.3762,0.2853,0.2961,0.3371,0.3235,0.4378,0.2551,0.3968,0.5775,0.1485,0.4622,0.6626,0.0792,0.4632,0.6899,0.0606,0.3870,0.6459,EX_PEAK
0.3147,0.0606,0.5453,0.3244,0.0293,0.5404,0.3039,-0.0156,0.5785,0.2785,0.0088,0.6450,0.2541,0.1534,0.6899,0.2326,0.3254,0.6929,0.2248,0.4143,0.6127,0.2463,0.3586,0.5052,0.2863,0.2668,0.4202,0.3332,0.2316,0.3919,0.3674,0.3117,0.3821,0.3635,0.4632,0.3645,0.2551,0.7622,0.3577,0.1544,0.7896,0.5170,0.0479,0.6342,0.6723,-0.0674,0.3557,0.6801,-0.1163,0.0322,0.5932,-0.0674,-0.2443,0.4339,0.0283,-0.4456,0.2873,0.1270,-0.5658,0.1280,EX_PEAK
0.3997,0.0557,0.6225,0.3430,0.0909,0.5619,0.2961,0.0958,0.5814,0.2511,0.0928,0.7671,0.1867,0.1143,0.8258,0.1622,0.0958,0.6909,0.2130,0.0801,0.5551,0.3235,0.0928,0.4749,0.4212,0.1319,0.4398,0.4886,0.1818,0.4065,0.5062,0.2111,0.3498,0.4788,0.1779,0.1739,0.4622,0.1339,0.1055,0.4632,0.0733,0.1583,0.3938,0.0596,0.3860,0.2287,0.1534,0.7398,0.0117,0.3059,1.0007,-0.2013,0.3508,1.1306,-0.3176,0.2179,1.2372,-0.3235,-0.0166,1.3300,EX_PEAK
-0.1691,-0.0205,0.9460,0.0244,-0.0293,0.7808,0.0694,-0.0186,0.7437,0.0156,-0.0322,0.9401,-0.0840,-0.0694,1.0046,-0.0811,-0.0840,0.8639,-0.0039,-0.0723,0.6626,0.1026,-0.0489,0.5130,0.2414,-0.0322,0.4319,0.3850,0.0010,0.4886,0.4427,0.0840,0.5981,0.4016,0.1446,0.5599,0.3440,0.1329,0.4485,0.3303,0.0694,0.4134,0.3508,0.0225,0.4730,0.3723,0.0215,0.5111,0.3674,0.0518,0.4671,0.3479,0.1222,0.4143,0.3411,0.2023,0.4456,0.3362,0.2482,0.5189,EX_PEAK
0.3391,-0.0381,0.4016,0.4085,0.0684,0.4525,0.4241,0.1476,0.4964,0.4114,0.2189,0.5355,0.4085,0.2707,0.6254,0.4007,0.2619,0.6782,0.3626,0.2375,0.6264,0.3166,0.2081,0.6147,0.2863,0.1534,0.6909,0.2648,0.0674,0.7456,0.2531,-0.0098,0.7124,0.2697,-0.0440,0.6626,0.3831,-0.0303,0.5590,0.4270,-0.0068,0.4779,0.4378,0.0303,0.3655,0.4368,0.0733,0.2502,0.4515,0.0977,0.2248,0.4407,0.1143,0.3508,0.3557,0.1749,0.5580,0.2091,0.2736,0.7359,EX_PEAK
